name,image,image_local,wiki,icon,icon_local,personality,species,birthday,catchphrase,gender,coffee,milk,milk_numeric,sugar,sugar_numeric,song,style,rank,tier,primary_col,secondary_col,tertiary_col,col_guess_20,col_guess_10
Monique,https://vignette.wikia.nocookie.net/animalcrossing/images/d/d3/NH-Monique_poster.png/revision/latest?cb=20200410182724,villager_models/Monique.png,/wiki/Monique,https://nookipedia.com/w/images/0/05/Monique_NH_Icon.png,villager_icons/Monique.png,Snooty,Cat,September 30th,pffffft,Female,Killimanjaro,No milk,0,No sugar,0,K.K. Swing,Ornate,201,5,#fffcdf,#fee000,#fffbdf,White/Lightest Pastel,White/Light Pastels
Monty,https://vignette.wikia.nocookie.net/animalcrossing/images/2/2b/NH-Monty_poster.png/revision/latest?cb=20200328220609,villager_models/Monty.png,/wiki/Monty,https://nookipedia.com/w/images/f/f3/Monty_NH_Icon.png,villager_icons/Monty.png,Cranky,Monkey,December 7th,g'tang,Male,Mocha,Regular milk,2,Two spoons,2,Pondering,Iconic,NA,NA,#acc8cf,#feffed,#ffd434,Muted Light Pastel,Greys
Moose,https://vignette.wikia.nocookie.net/animalcrossing/images/b/b2/NH-Moose_poster.png/revision/latest?cb=20200410192236,villager_models/Moose.png,/wiki/Moose,https://nookipedia.com/w/images/c/c3/Moose_NH_Icon.png,villager_icons/Moose.png,Jock,Mouse,September 13th,shorty,Male,Mocha,No milk,0,No sugar,0,Agent K.K.,Flashy,288,6,#aecefe,#ffbbcb,#802e2d,Pastel/Muted Blue,"Mid Blues, Cyans & Teals"
Mott,https://vignette.wikia.nocookie.net/animalcrossing/images/6/66/NH-Mott_poster.png/revision/latest?cb=20200328220623,villager_models/Mott.png,/wiki/Mott,https://nookipedia.com/w/images/9/9f/Mott_NH_Icon.png,villager_icons/Mott.png,Jock,Lion,July 10th,cagey,Male,Blue Mountain,No milk,0,No sugar,0,Marine Song 2001,Iconic,202,5,#822436,#f8e349,#fffc74,Maroon,Browns and Maroons
Muffy,https://vignette.wikia.nocookie.net/animalcrossing/images/7/70/NH-Muffy_poster.png/revision/latest?cb=20200410184450,villager_models/Muffy.png,/wiki/Muffy,https://nookipedia.com/w/images/3/37/Muffy_NH_Icon.png,villager_icons/Muffy.png,Sisterly,Sheep,February 14th,nightshade,Female,Mocha,No milk,0,No sugar,0,K.K. Sonata,Ornate,46,3,#feffff,#ffffff,#fed6fe,White/Lightest Pastel,White/Light Pastels
Murphy,https://vignette.wikia.nocookie.net/animalcrossing/images/6/69/NH-Murphy_poster.png/revision/latest?cb=20200328220636,villager_models/Murphy.png,/wiki/Murphy,https://nookipedia.com/w/images/6/61/Murphy_NH_Icon.png,villager_icons/Murphy.png,Cranky,Cub,December 29th,laddie,Male,House Blend,Little milk,1,One spoon,1,[K.K. D & B Acpondering Nl],Unknown,255,5,#aeda83,#f8f0e8,#188058,Pastel Brown/Green,Greens
Nan,https://vignette.wikia.nocookie.net/animalcrossing/images/d/de/NH-Nan_poster.png/revision/latest?cb=20200328224025,villager_models/Nan.png,/wiki/Nan,https://nookipedia.com/w/images/1/13/Nan_NH_Icon.png,villager_icons/Nan.png,Normal,Goat,August 24th,kid,Female,Blue Mountain,No milk,0,No sugar,0,K.K. Étude,Basic,256,5,#626260,#616161,#aa7006,Mid Grey,Greys
Nana,https://vignette.wikia.nocookie.net/animalcrossing/images/6/64/NH-Nana_poster.png/revision/latest?cb=20200328224032,villager_models/Nana.png,/wiki/Nana,https://nookipedia.com/w/images/f/fb/Nana_NH_Icon.png,villager_icons/Nana.png,Normal,Monkey,August 23rd,po po,Female,Killimanjaro,Little milk,1,One spoon,1,K.K. Dixie,Cute,288,6,#fefbcc,#fe81f5,#ffffcc,White/Lightest Pastel,White/Light Pastels
Naomi,https://vignette.wikia.nocookie.net/animalcrossing/images/9/97/NH-Naomi_poster.png/revision/latest?cb=20200328224038,villager_models/Naomi.png,/wiki/Naomi,https://nookipedia.com/w/images/7/7d/Naomi_NH_Icon.png,villager_icons/Naomi.png,Snooty,Cow,February 28th,moolah,Female,Killimanjaro,Regular milk,2,Two spoons,2,K.K. Milonga,Modern,288,6,#ececec,#7ff0f0,#2d2d5f,White/Lightest Pastel,White/Light Pastels
Nate,https://vignette.wikia.nocookie.net/animalcrossing/images/1/1a/NH-Nate_poster.png/revision/latest?cb=20200328224048,villager_models/Nate.png,/wiki/Nate,https://nookipedia.com/w/images/7/75/Nate_NH_Icon.png,villager_icons/Nate.png,Lazy,Bear,August 16th,yawwwn,Male,Mocha,No milk,0,No sugar,0,K.K. Lullaby,Basic,288,6,#fed651,#fffeff,#98d830,Yellow/Ochre,"Yellows, Oranges & Ochres"
Nibbles,https://vignette.wikia.nocookie.net/animalcrossing/images/d/d5/NH-Nibbles_poster.png/revision/latest?cb=20200410184229,villager_models/Nibbles.png,/wiki/Nibbles,https://nookipedia.com/w/images/6/68/Nibbles_NH_Icon.png,villager_icons/Nibbles.png,Peppy,Squirrel,July 19th,niblet,Female,Mocha,Regular milk,2,Two spoons,2,K.K. Technopop,Cute,127,4,#2fb5a1,#ffffff,#fefe3c,Neon Blue/Green,"Mid Blues, Cyans & Teals"
Norma,https://vignette.wikia.nocookie.net/animalcrossing/images/9/94/NH-Norma_poster.png/revision/latest?cb=20200328224124,villager_models/Norma.png,/wiki/Norma,https://nookipedia.com/w/images/3/3a/Norma_NH_Icon.png,villager_icons/Norma.png,Normal,Cow,September 20th,hoof hoo,Female,Mocha,Lots of milk,3,Three spoons,3,Mountain Song,Unknown,158,5,#f8f8c8,#ffac9e,#cb6c60,White/Lightest Pastel,White/Light Pastels
Octavian,https://vignette.wikia.nocookie.net/animalcrossing/images/8/82/NH-Octavian_poster.png/revision/latest?cb=20200410192036,villager_models/Octavian.png,/wiki/Octavian,https://nookipedia.com/w/images/f/f4/Octavian_NH_Icon.png,villager_icons/Octavian.png,Cranky,Octopus,September 20th,sucker,Male,House Blend,No milk,0,No sugar,0,K.K. D & B,Official,56,3,#ed4a4f,#ffffff,#ed4a50,Orange,"Yellows, Oranges & Ochres"
O'Hare,https://vignette.wikia.nocookie.net/animalcrossing/images/5/57/NH-O%27Hare_poster.png/revision/latest?cb=20200410185212,villager_models/O'Hare.png,/wiki/O%27Hare,https://nookipedia.com/w/images/7/7b/O%27Hare_NH_Icon.png,villager_icons/O'Hare.png,Smug,Rabbit,July 24th,amigo,Male,House Blend,No milk,0,No sugar,0,K.K. Island,Modern,128,4,#6b3118,#92e688,#ffffff,Maroon,Browns and Maroons
Olaf,https://vignette.wikia.nocookie.net/animalcrossing/images/5/5c/NH-Olaf_poster.png/revision/latest?cb=20200328224144,villager_models/Olaf.png,/wiki/Olaf,https://nookipedia.com/w/images/3/30/Olaf_NH_Icon.png,villager_icons/Olaf.png,Smug,Anteater,May 19th,whiffa,Male,House Blend,No milk,0,No sugar,0,K.K. Milonga,Official,203,5,#fc7c34,#d86532,#332015,Yellow/Ochre,"Yellows, Oranges & Ochres"
Olive,https://vignette.wikia.nocookie.net/animalcrossing/images/f/fd/NH-Olive_poster.png/revision/latest?cb=20200328224150,villager_models/Olive.png,/wiki/Olive,https://nookipedia.com/w/images/5/57/Olive_NH_Icon.png,villager_icons/Olive.png,Normal,Cub,July 12th,sweet pea,Female,Blue Mountain,No milk,0,No sugar,0,Café K.K.,Basic,204,5,#787878,#f8e8a0,#797979,Grey Blue/Green,Greys
Olivia,https://vignette.wikia.nocookie.net/animalcrossing/images/5/5a/NH-Olivia_poster.png/revision/latest?cb=20200410182136,villager_models/Olivia.png,/wiki/Olivia,https://nookipedia.com/w/images/a/a1/Olivia_NH_Icon.png,villager_icons/Olivia.png,Snooty,Cat,February 3rd,purrr,Female,Killimanjaro,No milk,0,No sugar,0,Two Days Ago,Modern,129,4,#fffffe,#ffffff,#c61558,White/Lightest Pastel,White/Light Pastels
Opal,https://vignette.wikia.nocookie.net/animalcrossing/images/7/73/NH-Opal_poster.png/revision/latest?cb=20200328224203,villager_models/Opal.png,/wiki/Opal,https://nookipedia.com/w/images/8/84/Opal_NH_Icon.png,villager_icons/Opal.png,Snooty,Elephant,January 20th,snoot,Female,Blue Mountain,Lots of milk,3,Three spoons,3,Forest Life,Official,159,5,#87e0a9,#025827,#87dfa9,Pastel Brown/Green,Greens
Ozzie,https://vignette.wikia.nocookie.net/animalcrossing/images/2/2c/NH-Ozzie_poster.png/revision/latest?cb=20200328224210,villager_models/Ozzie.png,/wiki/Ozzie,https://nookipedia.com/w/images/e/ea/Ozzie_NH_Icon.png,villager_icons/Ozzie.png,Lazy,Koala,May 7th,ol' bear,Male,Killimanjaro,Lots of milk,3,Three spoons,3,Mr. K.K.,Iconic,257,5,#a39b8d,#fbfaf7,#f8f7f6,Pastel Brown/Green,Greens
Pancetti,https://vignette.wikia.nocookie.net/animalcrossing/images/4/49/NH-Pancetti_poster.png/revision/latest?cb=20200410185802,villager_models/Pancetti.png,/wiki/Pancetti,https://nookipedia.com/w/images/b/b4/Pancetti_NH_Icon.png,villager_icons/Pancetti.png,Snooty,Pig,November 14th,sooey,Female,Blue Mountain,Little milk,1,One spoon,1,K.K. Fusion,Modern,288,6,#fe9867,#fefe5b,#ff9966,Orange,"Yellows, Oranges & Ochres"
Pango,https://vignette.wikia.nocookie.net/animalcrossing/images/d/d3/NH-Pango_poster.png/revision/latest?cb=20200328224224,villager_models/Pango.png,/wiki/Pango,https://nookipedia.com/w/images/a/ab/Pango_NH_Icon.png,villager_icons/Pango.png,Peppy,Anteater,November 9th,snooooof,Female,Killimanjaro,Little milk,1,One spoon,1,K.K. Casbah,Modern,288,6,#27d4a1,#1fa880,#0f276b,Neon Blue/Green,"Mid Blues, Cyans & Teals"
Papi,https://vignette.wikia.nocookie.net/animalcrossing/images/6/6d/NH-Papi_poster.png/revision/latest?cb=20200328224238,villager_models/Papi.png,/wiki/Papi,https://nookipedia.com/w/images/8/87/Papi_NH_Icon.png,villager_icons/Papi.png,Lazy,Horse,January 10th,haaay,Male,Blue Mountain,Regular milk,2,Two spoons,2,Hypno K.K.,Basic,105,4,#fefeff,#f8cece,#a54a27,White/Lightest Pastel,White/Light Pastels
Paolo,https://vignette.wikia.nocookie.net/animalcrossing/images/f/fc/NH-Paolo_poster.png/revision/latest?cb=20200328224231,villager_models/Paolo.png,/wiki/Paolo,https://nookipedia.com/w/images/f/f6/Paolo_NH_Icon.png,villager_icons/Paolo.png,Lazy,Elephant,May 5th,pal,Male,Mocha,Regular milk,2,Two spoons,2,Unknown,Unknown,288,6,#f860c0,#f961be,#502800,Pastel Pink,Pinks
Pashmina,https://vignette.wikia.nocookie.net/animalcrossing/images/2/29/NH-Pashmina_poster.png/revision/latest?cb=20200328224245,villager_models/Pashmina.png,/wiki/Pashmina,https://nookipedia.com/w/images/6/61/Pashmina_NH_Icon.png,villager_icons/Pashmina.png,Sisterly,Goat,December 26th,kidders,Female,Mocha,Lots of milk,3,Three spoons,3,K.K. Tango,Modern,83,4,#e2856b,#ffddcd,#8b544a,Orange,"Yellows, Oranges & Ochres"
Pate,https://vignette.wikia.nocookie.net/animalcrossing/images/2/20/NH-Pate_poster.png/revision/latest?cb=20200328224252,villager_models/Pate.png,/wiki/Pate,https://nookipedia.com/w/images/b/b3/Pate_NH_Icon.png,villager_icons/Pate.png,Peppy,Duck,February 23rd,quackle,Female,Mocha,Regular milk,2,Two spoons,2,K.K. Steppe,Modern,130,4,#92cbef,#ffc900,#7f511b,Pastel/Muted Blue,"Mid Blues, Cyans & Teals"
Patty,https://vignette.wikia.nocookie.net/animalcrossing/images/f/f8/NH-Patty_poster.png/revision/latest?cb=20200328224259,villager_models/Patty.png,/wiki/Patty,https://nookipedia.com/w/images/4/4a/Patty_NH_Icon.png,villager_icons/Patty.png,Peppy,Cow,May 10th,how-now,Female,Killimanjaro,Regular milk,2,Two spoons,2,K.K. Calypso,Modern,258,5,#ffdd91,#783904,#ffde91,Pastel Pink/Orange,"Yellows, Oranges & Ochres"
Paula,https://vignette.wikia.nocookie.net/animalcrossing/images/7/79/NH-Paula_poster.png/revision/latest?cb=20200328224313,villager_models/Paula.png,/wiki/Paula,https://nookipedia.com/w/images/e/e7/Paula_NH_Icon.png,villager_icons/Paula.png,Sisterly,Bear,March 22nd,yodelay,Female,Killimanjaro,Lots of milk,3,Three spoons,3,K.K. Dixie,Flashy,288,6,#d1a711,#feffcf,#fffff9,Yellow/Ochre,"Yellows, Oranges & Ochres"
Peaches,https://vignette.wikia.nocookie.net/animalcrossing/images/8/8a/NH-Peaches_poster.png/revision/latest?cb=20200328224320,villager_models/Peaches.png,/wiki/Peaches,https://nookipedia.com/w/images/6/65/Peaches_NH_Icon.png,villager_icons/Peaches.png,Normal,Horse,November 28th,neighbor,Female,Killimanjaro,No milk,0,No sugar,0,K.K. Song,Cute,288,6,#f2f3f4,#fe99f3,#f03e00,White/Lightest Pastel,White/Light Pastels
Peanut,https://vignette.wikia.nocookie.net/animalcrossing/images/6/68/NH-Peanut_poster.png/revision/latest?cb=20200410184354,villager_models/Peanut.png,/wiki/Peanut,https://nookipedia.com/w/images/a/a6/Peanut_NH_Icon.png,villager_icons/Peanut.png,Peppy,Squirrel,June 8th,slacker,Female,Mocha,Regular milk,2,Two spoons,2,K.K. Salsa,Cute,57,3,#fc97ff,#fd97ff,#ff99ff,Pastel Pink,Pinks
Pecan,https://vignette.wikia.nocookie.net/animalcrossing/images/4/48/NH-Pecan_poster.png/revision/latest?cb=20200410184245,villager_models/Pecan.png,/wiki/Pecan,https://nookipedia.com/w/images/c/c3/Pecan_NH_Icon.png,villager_icons/Pecan.png,Snooty,Squirrel,September 10th,chipmunk,Female,House Blend,No milk,0,No sugar,0,Café K.K.,Official,131,4,#fefed4,#77090b,#171719,White/Lightest Pastel,White/Light Pastels
Peck,https://vignette.wikia.nocookie.net/animalcrossing/images/d/d8/NH-Peck_poster.png/revision/latest?cb=20200328224342,villager_models/Peck.png,/wiki/Peck,https://nookipedia.com/w/images/1/15/Peck_NH_Icon.png,villager_icons/Peck.png,Jock,Bird,July 25th,crunch,Male,House Blend,Lots of milk,3,Three spoons,3,Forest Life,Sporty,288,6,#51342a,#e5ddcf,#f87873,Mid Grey,Greys
Peewee,https://vignette.wikia.nocookie.net/animalcrossing/images/c/cb/NH-Peewee_poster.png/revision/latest?cb=20200328224348,villager_models/Peewee.png,/wiki/Peewee,https://nookipedia.com/w/images/0/05/Peewee_NH_Icon.png,villager_icons/Peewee.png,Cranky,Gorilla,September 11th,li'l dude,Male,House Blend,Little milk,1,One spoon,1,K.K. Rally,Sporty,288,6,#adcdf8,#2d4563,#8eaeda,Pastel/Muted Blue,"Mid Blues, Cyans & Teals"
Peggy,https://vignette.wikia.nocookie.net/animalcrossing/images/a/a1/NH-Peggy_poster.png/revision/latest?cb=20200410185931,villager_models/Peggy.png,/wiki/Peggy,https://nookipedia.com/w/images/e/ec/Peggy_NH_Icon.png,villager_icons/Peggy.png,Peppy,Pig,May 23rd,shweetie,Female,Blue Mountain,Little milk,1,One spoon,1,K.K. Bossa,Sporty,288,6,#a04242,#ffdbab,#feafd1,Maroon,Browns and Maroons
Pekoe,https://vignette.wikia.nocookie.net/animalcrossing/images/6/6a/NH-Pekoe_poster.png/revision/latest?cb=20200328224404,villager_models/Pekoe.png,/wiki/Pekoe,https://nookipedia.com/w/images/e/e8/Pekoe_NH_Icon.png,villager_icons/Pekoe.png,Normal,Cub,May 18th,bud,Female,Killimanjaro,Regular milk,2,Two spoons,2,Imperial K.K.,Iconic,73,4,#fdf5e5,#2e1831,#fffffe,White/Lightest Pastel,White/Light Pastels
Penelope,https://vignette.wikia.nocookie.net/animalcrossing/images/7/72/NH-Penelope_poster.png/revision/latest?cb=20200410192138,villager_models/Penelope.png,/wiki/Penelope,https://nookipedia.com/w/images/b/bd/Penelope_NH_Icon.png,villager_icons/Penelope.png,Peppy,Mouse,February 5th,oh bow,Female,Killimanjaro,Lots of milk,3,Three spoons,3,Bubblegum K.K.,Cute,259,5,#fe80b1,#c9d4a5,#fee305,Pastel Pink,Pinks
Phil,https://vignette.wikia.nocookie.net/animalcrossing/images/2/26/NH-Phil_poster.png/revision/latest?cb=20200410191701,villager_models/Phil.png,/wiki/Phil,https://nookipedia.com/w/images/2/20/Phil_NH_Icon.png,villager_icons/Phil.png,Smug,Ostrich,November 27th,hurk,Male,Mocha,Regular milk,2,Two spoons,2,Steep Hill,Iconic,288,6,#614bcb,#e9445f,#f1f2c8,Purple,Dark Blues and Purples
Phoebe,https://vignette.wikia.nocookie.net/animalcrossing/images/8/8b/NH-Phoebe_poster.png/revision/latest?cb=20200410191547,villager_models/Phoebe.png,/wiki/Phoebe,https://nookipedia.com/w/images/9/9c/Phoebe_NH_Icon.png,villager_icons/Phoebe.png,Sisterly,Ostrich,April 22nd,sparky,Female,Killimanjaro,Little milk,1,One spoon,1,K.K. Flamenco,Ornate,28,2,#fe5944,#fef45d,#feb4b4,Orange,"Yellows, Oranges & Ochres"
Pierce,https://vignette.wikia.nocookie.net/animalcrossing/images/8/8f/NH-Pierce_poster.png/revision/latest?cb=20200410191226,villager_models/Pierce.png,/wiki/Pierce,https://nookipedia.com/w/images/1/1f/Pierce_NH_Icon.png,villager_icons/Pierce.png,Jock,Eagle,January 8th,hawkeye,Male,Killimanjaro,Little milk,1,One spoon,1,K.K. Étude,Sporty,205,5,#fefeff,#fee802,#252525,White/Lightest Pastel,White/Light Pastels
Pietro,https://vignette.wikia.nocookie.net/animalcrossing/images/2/21/NH-Pietro_poster.png/revision/latest?cb=20200328224436,villager_models/Pietro.png,/wiki/Pietro,https://nookipedia.com/w/images/1/1e/Pietro_NH_Icon.png,villager_icons/Pietro.png,Smug,Sheep,April 19th,honk honk,Male,Blue Mountain,Little milk,1,One spoon,1,K.K. Parade,Flashy,25,2,#fafefe,#fe463c,#fe2844,White/Lightest Pastel,White/Light Pastels
Pinky,https://vignette.wikia.nocookie.net/animalcrossing/images/e/ea/NH-Pinky_poster.png/revision/latest?cb=20200328224443,villager_models/Pinky.png,/wiki/Pinky,https://nookipedia.com/w/images/1/14/Pinky_NH_Icon.png,villager_icons/Pinky.png,Peppy,Bear,September 9th,wah,Female,House Blend,Regular milk,2,Two spoons,2,Imperial K.K.,Cute,206,5,#fffbd4,#f277d5,#fffad4,White/Lightest Pastel,White/Light Pastels
Piper,https://vignette.wikia.nocookie.net/animalcrossing/images/4/47/NH-Piper_poster.png/revision/latest?cb=20200328224453,villager_models/Piper.png,/wiki/Piper,https://nookipedia.com/w/images/7/7e/Piper_NH_Icon.png,villager_icons/Piper.png,Peppy,Bird,April 18th,chickadee,Female,House Blend,Lots of milk,3,Three spoons,3,K.K. Synth,Unknown,260,5,#fefefe,#ffffff,#ee4545,White/Lightest Pastel,White/Light Pastels
Pippy,https://vignette.wikia.nocookie.net/animalcrossing/images/8/8c/NH-Pippy_poster.png/revision/latest?cb=20200410185526,villager_models/Pippy.png,/wiki/Pippy,https://nookipedia.com/w/images/a/a9/Pippy_NH_Icon.png,villager_icons/Pippy.png,Peppy,Rabbit,June 14th,li'l hare,Female,Blue Mountain,Lots of milk,3,Three spoons,3,K.K. Mambo,Basic,288,6,#f6f295,#1c4d75,#febc52,Pastel Pink/Orange,"Yellows, Oranges & Ochres"
Plucky,https://vignette.wikia.nocookie.net/animalcrossing/images/6/62/NH-Plucky_poster.png/revision/latest?cb=20200328224508,villager_models/Plucky.png,/wiki/Plucky,https://nookipedia.com/w/images/5/5b/Plucky_NH_Icon.png,villager_icons/Plucky.png,Sisterly,Chicken,October 12th,chicky-poo,Female,Mocha,Little milk,1,One spoon,1,K.K. Island,Unknown,132,4,#584038,#98b8f8,#b2cbfc,Mid Grey,Greys
Pompom,https://vignette.wikia.nocookie.net/animalcrossing/images/1/18/NH-Pompom_poster.png/revision/latest?cb=20200328224515,villager_models/Pompom.png,/wiki/Pompom,https://nookipedia.com/w/images/c/c7/Pompom_NH_Icon.png,villager_icons/Pompom.png,Peppy,Duck,February 11th,rah rah,Female,Mocha,Regular milk,2,Two spoons,2,K.K. Jazz,Cute,207,5,#fdfdfc,#f07c30,#ffbc00,White/Lightest Pastel,White/Light Pastels
Poncho,https://vignette.wikia.nocookie.net/animalcrossing/images/e/ea/NH-Poncho_poster.png/revision/latest?cb=20200328224521,villager_models/Poncho.png,/wiki/Poncho,https://nookipedia.com/w/images/3/37/Poncho_NH_Icon.png,villager_icons/Poncho.png,Jock,Cub,January 2nd,li'l bear,Male,Mocha,Lots of milk,3,Three spoons,3,K.K. Condor,Basic,106,4,#4f4f90,#fee951,#5964c5,Mid Grey,Greys
Poppy,https://vignette.wikia.nocookie.net/animalcrossing/images/5/5c/NH-Poppy_poster.png/revision/latest?cb=20200410183916,villager_models/Poppy.png,/wiki/Poppy,https://nookipedia.com/w/images/0/0b/Poppy_NH_Icon.png,villager_icons/Poppy.png,Normal,Squirrel,August 5th,nutty,Female,Killimanjaro,Little milk,1,One spoon,1,K.K. Lullaby,Modern,65,3,#ad1a32,#fffef8,#c92b46,Maroon,Browns and Maroons
Portia,https://vignette.wikia.nocookie.net/animalcrossing/images/7/79/NH-Portia_poster.png/revision/latest?cb=20200328224542,villager_models/Portia.png,/wiki/Portia,https://nookipedia.com/w/images/4/44/Portia_NH_Icon.png,villager_icons/Portia.png,Snooty,Dog,October 25th,ruffian,Female,Mocha,Regular milk,2,Two spoons,2,Café K.K.,Modern,261,5,#fefeff,#fefefe,#ffffff,White/Lightest Pastel,White/Light Pastels
Prince,https://vignette.wikia.nocookie.net/animalcrossing/images/0/0b/NH-Prince_poster.png/revision/latest?cb=20200328224548,villager_models/Prince.png,/wiki/Prince,https://nookipedia.com/w/images/0/0d/Prince_NH_Icon.png,villager_icons/Prince.png,Lazy,Frog,July 21st,burrup,Male,Killimanjaro,No milk,0,No sugar,0,To The Edge,Historical,208,5,#79de29,#637916,#ffee89,Green/Earth,Greens
Puck,https://vignette.wikia.nocookie.net/animalcrossing/images/5/52/NH-Puck_poster.png/revision/latest?cb=20200410190527,villager_models/Puck.png,/wiki/Puck,https://nookipedia.com/w/images/c/c3/Puck_NH_Icon.png,villager_icons/Puck.png,Lazy,Penguin,February 21st,brrrrrrrrr,Male,House Blend,Little milk,1,One spoon,1,K.K. Casbah,Sporty,288,6,#fffeff,#ffffff,#ffe300,White/Lightest Pastel,White/Light Pastels
Puddles,https://vignette.wikia.nocookie.net/animalcrossing/images/7/78/NH-Puddles_poster.png/revision/latest?cb=20200328224601,villager_models/Puddles.png,/wiki/Puddles,https://nookipedia.com/w/images/4/45/Puddles_NH_Icon.png,villager_icons/Puddles.png,Peppy,Frog,January 13th,splish,Female,Blue Mountain,Regular milk,2,Two spoons,2,K.K. Ballad,Ornate,288,6,#ff3856,#feaeec,#feb0f0,Red,Reds
Pudge,https://vignette.wikia.nocookie.net/animalcrossing/images/2/2b/NH-Pudge_poster.png/revision/latest?cb=20200328224608,villager_models/Pudge.png,/wiki/Pudge,https://nookipedia.com/w/images/d/d6/Pudge_NH_Icon.png,villager_icons/Pudge.png,Lazy,Cub,June 11th,pudgy,Male,House Blend,Little milk,1,One spoon,1,Rockin' K.K.,Historical,262,5,#ffab0f,#ffe3d1,#ca2d02,Yellow/Ochre,"Yellows, Oranges & Ochres"
Punchy,https://vignette.wikia.nocookie.net/animalcrossing/images/d/d2/NH-Punchy_poster.png/revision/latest?cb=20200410182252,villager_models/Punchy.png,/wiki/Punchy,https://nookipedia.com/w/images/4/4e/Punchy_NH_Icon.png,villager_icons/Punchy.png,Lazy,Cat,April 11th,mrmpht,Male,Killimanjaro,No milk,0,No sugar,0,K.K. Love Song,Basic,22,2,#31323c,#fefffe,#ffffff,Dark Grey/Black,Black and Dark Colours
Purrl,https://vignette.wikia.nocookie.net/animalcrossing/images/3/3d/NH-Purrl_poster.png/revision/latest?cb=20200410182641,villager_models/Purrl.png,/wiki/Purrl,https://nookipedia.com/w/images/4/47/Purrl_NH_Icon.png,villager_icons/Purrl.png,Snooty,Cat,May 29th,kitten,Female,Killimanjaro,No milk,0,No sugar,0,K.K. Swing,Iconic,107,4,#fefffe,#a83d13,#ffffff,White/Lightest Pastel,White/Light Pastels
Queenie,https://vignette.wikia.nocookie.net/animalcrossing/images/c/c6/NH-Queenie_poster.png/revision/latest?cb=20200410191922,villager_models/Queenie.png,/wiki/Queenie,https://nookipedia.com/w/images/d/dd/Queenie_NH_Icon.png,villager_icons/Queenie.png,Snooty,Ostrich,November 13th,chicken,Female,Killimanjaro,Little milk,1,One spoon,1,K.K. Gumbo,Ornate,288,6,#aa8eec,#6323a1,#ffcc3e,Purple,Dark Blues and Purples
Quillson,https://vignette.wikia.nocookie.net/animalcrossing/images/6/69/NH-Quillson_poster.png/revision/latest?cb=20200328224634,villager_models/Quillson.png,/wiki/Quillson,https://nookipedia.com/w/images/b/bb/Quillson_NH_Icon.png,villager_icons/Quillson.png,Smug,Duck,December 22nd,ridukulous,Male,Killimanjaro,Little milk,1,One spoon,1,K.K. Groove,Sporty,288,6,#89dcae,#fef334,#fa907b,Pastel Brown/Green,Greens
Raddle,https://vignette.wikia.nocookie.net/animalcrossing/images/5/5b/NH-Raddle_poster.png/revision/latest?cb=20200328231704,villager_models/Raddle.png,/wiki/Raddle,https://nookipedia.com/w/images/0/0c/Raddle_NH_Icon.png,villager_icons/Raddle.png,Lazy,Frog,June 6th,aaach-,Male,House Blend,Lots of milk,3,Three spoons,3,Mr. K.K.,Unknown,160,5,#f1f1d8,#202010,#212110,White/Lightest Pastel,White/Light Pastels
Rasher,https://vignette.wikia.nocookie.net/animalcrossing/images/b/ba/NH-Rasher_poster.png/revision/latest?cb=20200410190250,villager_models/Rasher.png,/wiki/Rasher,https://nookipedia.com/w/images/9/90/Rasher_NH_Icon.png,villager_icons/Rasher.png,Cranky,Pig,April 7th,swine,Male,Blue Mountain,Little milk,1,One spoon,1,K.K. Faire,Rock n roll,263,5,#951d43,#fffdff,#941d43,Maroon,Browns and Maroons
Raymond,https://vignette.wikia.nocookie.net/animalcrossing/images/8/8e/NH-Raymond_poster.png/revision/latest?cb=20200416234103,villager_models/Raymond.png,/wiki/Raymond,https://nookipedia.com/w/images/d/d8/Raymond_NH_Icon.png,villager_icons/Raymond.png,Smug,Cat,October 1st,crisp,Male,Unknown,Unknown,NA,Unknown,NA,K.K. Cruisin',Civic,2,1,#a8becc,#fffeea,#393843,Muted Light Pastel,Greys
Renée,https://vignette.wikia.nocookie.net/animalcrossing/images/d/d8/NH-Ren%C3%A9e_poster.png/revision/latest?cb=20200328231724,villager_models/Renée.png,/wiki/Renee,https://nookipedia.com/w/images/f/f9/Ren%C3%A9e_NH_Icon.png,villager_icons/Renée.png,Sisterly,Rhino,May 28th,yo yo yo,Female,Killimanjaro,Regular milk,2,Two spoons,2,Surfin' K.K.,Rock n roll,161,5,#e9a4fe,#ffffff,#eb44b8,White/Lightest Pastel,White/Light Pastels
Reneigh,https://vignette.wikia.nocookie.net/animalcrossing/images/3/33/NH-Reneigh_poster.png/revision/latest?cb=20200328231731,villager_models/Reneigh.png,/wiki/Reneigh,https://nookipedia.com/w/images/6/6a/Reneigh_NH_Icon.png,villager_icons/Reneigh.png,Sisterly,Horse,June 4th,"ayup, yup",Female,Unknown,Unknown,NA,Unknown,NA,K.K. Synth,Unknown,39,2,#4e3e48,#76494e,#fbd2d6,Mid Grey,Greys
Rex,https://vignette.wikia.nocookie.net/animalcrossing/images/a/a7/NH-Rex_poster.png/revision/latest?cb=20200328231738,villager_models/Rex.png,/wiki/Rex,https://nookipedia.com/w/images/2/25/Rex_NH_Icon.png,villager_icons/Rex.png,Lazy,Lion,July 24th,cool cat,Male,House Blend,Little milk,1,One spoon,1,Wandering,Basic,288,6,#703000,#f89607,#ffc55b,Maroon,Browns and Maroons
